Wavelength nm.,Baseline,2,4,6,8,10,12,14,16,22,26,34,42,50,58
319.5,0.0001,0.0007,0.0027,-0.0007,-0.0007,-0.0019,0.0028,0.0061,0.0078,0.0128,0.0115,0.0157,0.0177,0.0185,0.0161
320,0.0001,0.0005,0.0027,-0.0008,-0.0009,-0.002,0.0027,0.0062,0.0078,0.0127,0.0113,0.0155,0.0175,0.0183,0.0159
320.5,0.0001,0.0005,0.0027,-0.0009,-0.0012,-0.0023,0.0024,0.006,0.0075,0.0125,0.0111,0.0154,0.0174,0.0182,0.0158
321,-0.0001,0.0003,0.0023,-0.0011,-0.0015,-0.0026,0.0023,0.0055,0.0072,0.0123,0.0111,0.0152,0.0173,0.0179,0.0158
321.5,0.0001,0.0004,0.0023,-0.0013,-0.0014,-0.0027,0.0021,0.0055,0.0075,0.0122,0.011,0.0153,0.0173,0.0181,0.0158
322,0.0002,0.0006,0.0025,-0.0011,-0.0015,-0.0028,0.0024,0.0055,0.0073,0.0123,0.0111,0.0155,0.0173,0.0182,0.0159
322.5,0.0002,0.0006,0.0023,-0.0014,-0.0015,-0.0027,0.0023,0.0054,0.007,0.0123,0.0109,0.0154,0.0174,0.0182,0.0159
323,0.0001,0.0005,0.0024,-0.0013,-0.0017,-0.0025,0.002,0.0053,0.0069,0.0121,0.0109,0.0153,0.0171,0.0182,0.016
323.5,0.0004,0.0007,0.0023,-0.0012,-0.0016,-0.0026,0.0022,0.0055,0.0071,0.0123,0.011,0.0157,0.0177,0.0183,0.016
324,0.0003,0.0007,0.0024,-0.0011,-0.0015,-0.0026,0.0025,0.0055,0.0072,0.0123,0.0112,0.0161,0.0177,0.0184,0.0163
324.5,0.0002,0.0009,0.0023,-0.0012,-0.0018,-0.0029,0.0022,0.0055,0.0069,0.0122,0.0111,0.0157,0.0177,0.0184,0.016
325,-0.0001,0.0007,0.0018,-0.0016,-0.0023,-0.0034,0.0019,0.005,0.0067,0.012,0.011,0.0154,0.0174,0.0183,0.0158
325.5,0,0.0007,0.0019,-0.0021,-0.0023,-0.0035,0.0017,0.0051,0.0067,0.0121,0.011,0.0154,0.0173,0.0181,0.0158
326,-0.0002,0.0004,0.0018,-0.0019,-0.0025,-0.0033,0.0017,0.005,0.0066,0.0121,0.0108,0.0153,0.0172,0.0181,0.0157
326.5,0.0001,0.0005,0.0018,-0.0017,-0.0027,-0.0033,0.0016,0.0052,0.0068,0.0121,0.011,0.0154,0.0173,0.0185,0.0159
327,0.0001,0.0007,0.0018,-0.002,-0.0025,-0.0034,0.0016,0.005,0.0069,0.0121,0.0109,0.0157,0.0176,0.0185,0.0162
327.5,0.0002,0.0006,0.0017,-0.0018,-0.0024,-0.0034,0.0018,0.0052,0.0069,0.0122,0.0113,0.016,0.0178,0.0185,0.0163
328,0.0003,0.0005,0.0015,-0.0022,-0.0026,-0.0035,0.0016,0.0051,0.0069,0.0123,0.0111,0.0159,0.0177,0.0187,0.0163
328.5,0.0002,0.0009,0.0015,-0.0022,-0.0026,-0.0036,0.0015,0.0048,0.007,0.0122,0.0113,0.016,0.0177,0.0187,0.0163
329,0.0002,0.0008,0.0014,-0.0022,-0.0025,-0.0036,0.0016,0.0051,0.0068,0.0124,0.0112,0.0161,0.018,0.0186,0.0163
329.5,0.0002,0.0005,0.0014,-0.0024,-0.0031,-0.0038,0.0015,0.0052,0.0068,0.0124,0.0114,0.0161,0.0181,0.0188,0.0164
330,0.0001,0.0005,0.0015,-0.0025,-0.003,-0.0038,0.0014,0.005,0.0069,0.0124,0.0114,0.0158,0.018,0.0189,0.0167
330.5,0.0003,0.0007,0.0015,-0.0024,-0.003,-0.0038,0.0012,0.0049,0.007,0.0125,0.0115,0.016,0.0182,0.0192,0.0166
331,0.0002,0.0006,0.0014,-0.0025,-0.0028,-0.0037,0.0014,0.005,0.0069,0.0125,0.0117,0.0162,0.0184,0.0191,0.0171
331.5,0.0003,0.001,0.0012,-0.0028,-0.0032,-0.0039,0.0012,0.0051,0.0069,0.0123,0.0116,0.0162,0.0183,0.0194,0.017
332,0.0003,0.0007,0.0011,-0.003,-0.0036,-0.004,0.0012,0.0049,0.0069,0.0125,0.0116,0.0161,0.0185,0.0192,0.017
332.5,0.0005,0.0011,0.0011,-0.0029,-0.0032,-0.0039,0.0013,0.005,0.0071,0.0126,0.0118,0.0166,0.0187,0.0195,0.017
333,0.0003,0.0009,0.0009,-0.003,-0.0036,-0.0045,0.0012,0.0047,0.0069,0.0127,0.0117,0.0168,0.0184,0.0196,0.0172
333.5,-0.0002,0.0005,0.0007,-0.0033,-0.0038,-0.0043,0.0011,0.0049,0.0068,0.0125,0.0118,0.0165,0.0185,0.0195,0.0174
334,-0.0002,0.0007,0.0006,-0.0033,-0.0038,-0.0043,0.0009,0.005,0.0067,0.0124,0.0117,0.0166,0.0184,0.0193,0.017
334.5,-0.0001,0.0006,0.0007,-0.0031,-0.0038,-0.0046,0.0008,0.0047,0.0069,0.0128,0.0118,0.0164,0.0185,0.0195,0.0171
335,0.0001,0.0007,0.0007,-0.0032,-0.0036,-0.0046,0.0011,0.0047,0.007,0.0127,0.0117,0.0164,0.0187,0.0197,0.0173
335.5,0.0001,0.0006,0.0008,-0.0032,-0.0039,-0.0043,0.0009,0.0048,0.0072,0.0126,0.0121,0.0168,0.0187,0.02,0.0177
336,0.0001,0.0007,0.0008,-0.0034,-0.0038,-0.0043,0.001,0.0053,0.0072,0.013,0.0124,0.017,0.019,0.0203,0.0179
336.5,0.0001,0.0008,0.0005,-0.0032,-0.0037,-0.0044,0.0013,0.005,0.0073,0.0132,0.0125,0.0174,0.0193,0.0204,0.018
337,0.0001,0.0006,0.0005,-0.0032,-0.0038,-0.0044,0.0012,0.0051,0.0074,0.013,0.0125,0.0172,0.0193,0.0206,0.0182
337.5,0.0001,0.0007,0.0005,-0.0032,-0.0037,-0.0045,0.0012,0.0049,0.0073,0.0132,0.0124,0.0173,0.0196,0.0206,0.0181
338,-0.0001,0.0006,0.0005,-0.0035,-0.0041,-0.0047,0.001,0.0051,0.0072,0.0131,0.0123,0.0173,0.0195,0.0208,0.0183
338.5,0.0001,0.0006,0.0004,-0.0038,-0.0039,-0.0048,0.0011,0.0051,0.0071,0.0134,0.0124,0.0177,0.0196,0.0209,0.0184
339,-0.0001,0.0007,0.0004,-0.0035,-0.0041,-0.0047,0.0011,0.0051,0.0075,0.0135,0.0128,0.0179,0.0194,0.0213,0.0185
339.5,0,0.0006,0.0006,-0.0035,-0.004,-0.0042,0.0015,0.0054,0.0078,0.0138,0.0127,0.0179,0.0199,0.0213,0.0191
340,0.0001,0.0007,0.0004,-0.0036,-0.004,-0.0039,0.0013,0.0052,0.0078,0.0134,0.0132,0.0182,0.0201,0.0217,0.0189
340.5,-0.0002,0.0004,-0.0001,-0.0037,-0.0044,-0.0043,0.0013,0.0053,0.0079,0.0134,0.0132,0.0178,0.0201,0.0221,0.0188
341,-0.0002,0.0011,0.0006,-0.0034,-0.0038,-0.0041,0.0015,0.0055,0.0079,0.0141,0.0138,0.0186,0.0204,0.0226,0.0198
341.5,-0.0001,0.0011,0.0006,-0.0032,-0.0037,-0.0037,0.0014,0.0055,0.0086,0.0141,0.0137,0.0191,0.0205,0.0228,0.0202
342,0.0002,0.0012,0.0007,-0.0031,-0.0035,-0.0038,0.0017,0.0059,0.0083,0.0147,0.0139,0.0191,0.0212,0.0233,0.0201
342.5,0.0001,0.001,0.0005,-0.0034,-0.0039,-0.0043,0.0018,0.0056,0.0085,0.0144,0.0141,0.0191,0.021,0.023,0.0202
343,0.0004,0.0013,0.0007,-0.0034,-0.0037,-0.0038,0.0018,0.0063,0.009,0.0148,0.0141,0.0195,0.0215,0.0234,0.0208
343.5,0.0003,0.0011,0.0007,-0.0033,-0.0036,-0.0039,0.0022,0.0061,0.0091,0.0148,0.0143,0.0199,0.022,0.0237,0.0207
344,0.0004,0.001,0.0009,-0.0029,-0.0035,-0.0038,0.0022,0.0062,0.0091,0.0148,0.0147,0.02,0.0219,0.0237,0.021
344.5,0,0.0012,0.0012,-0.0027,-0.0035,-0.0033,0.0021,0.0065,0.0094,0.0149,0.0148,0.0199,0.022,0.0238,0.021
345,0.0002,0.0014,0.0007,-0.0031,-0.0035,-0.0032,0.0022,0.0068,0.0094,0.0152,0.0151,0.0202,0.0225,0.0241,0.0211
345.5,0.0001,0.0013,0.0006,-0.0034,-0.0034,-0.0034,0.0022,0.007,0.0092,0.0154,0.015,0.0204,0.022,0.0244,0.0209
346,0.0002,0.0016,0.0006,-0.0032,-0.0032,-0.0033,0.0021,0.0069,0.0095,0.0156,0.0154,0.0205,0.0224,0.0246,0.0216
346.5,0.0001,0.0016,0.0007,-0.0032,-0.0036,-0.0033,0.0023,0.0069,0.0094,0.0157,0.0155,0.0207,0.0226,0.0246,0.0222
347,0,0.0013,0.0006,-0.0032,-0.0038,-0.0037,0.0022,0.0069,0.0097,0.0157,0.0154,0.0207,0.0229,0.025,0.0219
347.5,0.0003,0.0015,0.0006,-0.0031,-0.0033,-0.0033,0.0023,0.0071,0.0098,0.0161,0.0157,0.0211,0.023,0.0254,0.0222
348,0.0003,0.0015,0.001,-0.0029,-0.0032,-0.0029,0.0026,0.0074,0.0101,0.0164,0.0161,0.0217,0.0234,0.0257,0.0224
348.5,0.0003,0.0019,0.0013,-0.0024,-0.0027,-0.0028,0.0032,0.0077,0.0107,0.0167,0.0163,0.0221,0.0237,0.0261,0.0233
349,0.0003,0.002,0.0012,-0.0024,-0.0026,-0.0024,0.0033,0.0081,0.0111,0.0169,0.0167,0.0219,0.0244,0.0265,0.0235
349.5,0.0005,0.0016,0.0012,-0.0023,-0.0027,-0.0024,0.0036,0.0084,0.0111,0.0171,0.0173,0.0223,0.0246,0.0263,0.0237
350,0.0002,0.0016,0.0012,-0.0025,-0.0023,-0.0021,0.0038,0.0083,0.0111,0.0173,0.0173,0.0225,0.0246,0.0267,0.0238
350.5,0.0003,0.002,0.0013,-0.0024,-0.0023,-0.002,0.0038,0.0083,0.0114,0.0177,0.0175,0.0229,0.0248,0.0273,0.0241
351,0.0001,0.0018,0.0013,-0.0023,-0.0025,-0.002,0.0038,0.0085,0.0115,0.0176,0.0178,0.0229,0.0251,0.0275,0.0242
351.5,0.0003,0.0017,0.0014,-0.0022,-0.0022,-0.0017,0.0041,0.0088,0.012,0.0179,0.0179,0.0232,0.0251,0.0276,0.0246
352,0.0002,0.0017,0.0015,-0.0024,-0.0022,-0.0016,0.0041,0.009,0.0117,0.0182,0.0184,0.0233,0.0254,0.0275,0.0247
352.5,0.0004,0.0022,0.0018,-0.0021,-0.0019,-0.0015,0.0042,0.0091,0.0121,0.0184,0.0186,0.0237,0.0258,0.0283,0.0252
353,0,0.0022,0.0016,-0.0022,-0.0018,-0.0013,0.0044,0.0095,0.0126,0.0186,0.0185,0.0238,0.0257,0.0282,0.0251
353.5,0.0002,0.0019,0.0014,-0.0018,-0.0014,-0.0013,0.0046,0.0098,0.0125,0.019,0.0191,0.0242,0.0262,0.0287,0.0257
354,0.0003,0.0022,0.0015,-0.0016,-0.0014,-0.0009,0.0052,0.01,0.0129,0.0194,0.0194,0.0245,0.0268,0.0292,0.0261
354.5,0.0002,0.0025,0.002,-0.0015,-0.001,-0.0007,0.0052,0.0103,0.0132,0.0197,0.0197,0.0248,0.0269,0.0294,0.0263
355,0.0002,0.0023,0.0018,-0.0016,-0.0009,-0.0007,0.0052,0.0106,0.0132,0.0196,0.0197,0.025,0.0271,0.0296,0.0264
355.5,0.0001,0.0025,0.0023,-0.0012,-0.0007,-0.0005,0.0057,0.0107,0.0137,0.0199,0.0202,0.0256,0.0275,0.0298,0.0268
356,0,0.0024,0.0022,-0.0009,-0.0004,0,0.0059,0.0111,0.014,0.0203,0.0204,0.0257,0.028,0.0304,0.027
356.5,0.0005,0.0027,0.0025,-0.0009,-0.0004,0.0004,0.0061,0.0115,0.0144,0.0206,0.0207,0.0261,0.0282,0.0305,0.0276
357,0.0005,0.0025,0.0024,-0.0009,0.0002,0.0005,0.0064,0.0116,0.0148,0.0208,0.0208,0.0262,0.0284,0.0309,0.0279
357.5,0.0002,0.0025,0.0029,-0.0006,0.0002,0.0007,0.0067,0.0118,0.0152,0.0213,0.0212,0.0265,0.0287,0.0314,0.0277
358,0.0001,0.0024,0.0023,-0.0005,0.0004,0.0006,0.0068,0.0118,0.0149,0.0213,0.0215,0.0266,0.0289,0.0315,0.0283
358.5,0.0003,0.0027,0.0027,-0.0002,0.0005,0.001,0.0073,0.0125,0.0153,0.0219,0.0219,0.0274,0.0294,0.0318,0.0285
359,-0.0001,0.0027,0.0027,0.0002,0.001,0.0015,0.0076,0.0127,0.0158,0.0223,0.0223,0.0274,0.0294,0.0323,0.0289
359.5,-0.0001,0.0031,0.003,0,0.0012,0.0014,0.0078,0.0127,0.0162,0.0224,0.0226,0.0277,0.0299,0.0322,0.029
360,0.0001,0.0028,0.0031,0,0.0011,0.0016,0.0081,0.0131,0.0162,0.0226,0.0226,0.0279,0.03,0.0326,0.0292
360.5,0,0.0032,0.0032,0.0005,0.0018,0.0017,0.0081,0.0134,0.0164,0.0228,0.0229,0.0284,0.0305,0.0331,0.0297
361,0.0001,0.0029,0.0034,0.0007,0.0018,0.0023,0.0082,0.0136,0.0168,0.0234,0.0233,0.0286,0.0306,0.0337,0.0299
361.5,0.0001,0.0033,0.0034,0.0009,0.0023,0.0026,0.0089,0.0141,0.0174,0.0234,0.0237,0.029,0.031,0.034,0.0302
362,0.0004,0.0033,0.0036,0.0012,0.0027,0.0031,0.009,0.0145,0.0177,0.0239,0.0241,0.0295,0.0316,0.0344,0.0307
362.5,0.0003,0.0036,0.0038,0.0013,0.0026,0.0036,0.0095,0.0148,0.0181,0.0242,0.0247,0.0297,0.032,0.0346,0.0309
363,0.0003,0.0034,0.0041,0.0016,0.0028,0.0034,0.0096,0.0149,0.0182,0.0247,0.0251,0.03,0.0322,0.035,0.0314
363.5,0.0003,0.0036,0.0044,0.002,0.0035,0.0042,0.0101,0.0155,0.0189,0.0256,0.0254,0.0308,0.0331,0.0354,0.0319
364,0.0005,0.0039,0.0047,0.0024,0.0038,0.0043,0.0105,0.0159,0.0191,0.0258,0.0258,0.0311,0.0331,0.0357,0.0322
364.5,0.0003,0.0038,0.005,0.0025,0.0036,0.0044,0.0109,0.0162,0.0196,0.0259,0.026,0.031,0.0332,0.0359,0.0324
365,0.0001,0.004,0.0047,0.0025,0.0044,0.005,0.0107,0.0167,0.0199,0.0263,0.0265,0.0318,0.0341,0.0367,0.033
365.5,0.0003,0.004,0.0048,0.0031,0.0048,0.0051,0.0114,0.0169,0.0202,0.0266,0.0269,0.032,0.0342,0.037,0.0333
366,0.0001,0.0041,0.0053,0.0032,0.0048,0.0051,0.0116,0.0171,0.0206,0.0269,0.0273,0.0322,0.0345,0.0373,0.0335
366.5,0.0001,0.004,0.0051,0.0032,0.0052,0.0057,0.0118,0.0173,0.0208,0.0272,0.0272,0.0326,0.0346,0.0375,0.0337
367,0,0.0039,0.0053,0.0034,0.0052,0.0059,0.0122,0.0176,0.021,0.0273,0.0275,0.033,0.035,0.038,0.0342
367.5,0.0002,0.0042,0.0056,0.0037,0.0055,0.0063,0.0126,0.0179,0.0213,0.0278,0.028,0.0332,0.0355,0.0383,0.0346
368,0.0003,0.0043,0.0056,0.0039,0.0059,0.0066,0.0132,0.0184,0.0221,0.0283,0.0287,0.0339,0.0362,0.0387,0.035
368.5,0.0002,0.0045,0.0058,0.0045,0.0064,0.007,0.0135,0.0188,0.0222,0.0287,0.0293,0.0341,0.0365,0.0391,0.0353
369,0.0003,0.0046,0.0062,0.0043,0.007,0.0076,0.0138,0.0189,0.0227,0.0291,0.0295,0.0347,0.0366,0.0397,0.0359
369.5,0.0002,0.0046,0.0063,0.0047,0.007,0.0076,0.014,0.0195,0.0229,0.0293,0.0297,0.0349,0.0372,0.0401,0.0364
370,0,0.0045,0.0061,0.0049,0.0071,0.0076,0.0143,0.0198,0.0232,0.0296,0.0299,0.0352,0.0374,0.0401,0.0363
370.5,0,0.0047,0.0065,0.0049,0.0074,0.0084,0.0145,0.0203,0.0237,0.03,0.0304,0.0358,0.038,0.0406,0.0366
371,0,0.0051,0.0065,0.0055,0.0081,0.0086,0.0149,0.0207,0.0242,0.0304,0.0312,0.0363,0.0383,0.0411,0.0377
371.5,0.0003,0.0052,0.0069,0.0057,0.0085,0.0092,0.0153,0.0214,0.0247,0.0311,0.0316,0.0367,0.0389,0.0417,0.0381
372,0.0002,0.0052,0.0074,0.0062,0.0092,0.0099,0.0158,0.0219,0.0255,0.0318,0.0322,0.0371,0.0394,0.0424,0.0387
372.5,0,0.0052,0.0074,0.0066,0.0095,0.0101,0.0161,0.0222,0.0258,0.0322,0.0326,0.0376,0.0398,0.0428,0.039
373,0,0.0052,0.0075,0.007,0.0099,0.0105,0.0167,0.0227,0.0265,0.0327,0.033,0.0381,0.0403,0.0434,0.0395
373.5,0,0.0056,0.0079,0.0073,0.0103,0.011,0.0172,0.0234,0.0269,0.0334,0.0339,0.0388,0.0412,0.0438,0.0402
374,0.0001,0.0057,0.0079,0.0077,0.0108,0.0116,0.0179,0.0239,0.0276,0.0341,0.0346,0.0396,0.0416,0.0446,0.0407
374.5,0.0001,0.0057,0.0084,0.0082,0.0115,0.012,0.0184,0.0244,0.0282,0.0345,0.0354,0.0402,0.0424,0.0453,0.0413
375,0.0001,0.0059,0.0086,0.0087,0.0119,0.0125,0.0194,0.025,0.0289,0.0354,0.036,0.041,0.0432,0.0461,0.0421
375.5,0,0.0061,0.0092,0.0092,0.0125,0.0131,0.0199,0.0258,0.0296,0.0362,0.0368,0.0419,0.044,0.0468,0.0428
376,0.0001,0.0062,0.0094,0.0096,0.0132,0.0141,0.0206,0.0264,0.0304,0.037,0.0375,0.0426,0.0448,0.0476,0.0436
376.5,0.0002,0.0066,0.0098,0.0102,0.0138,0.0149,0.0212,0.0274,0.0313,0.038,0.0383,0.0434,0.046,0.0485,0.0445
377,0.0002,0.0069,0.0101,0.0106,0.0146,0.0157,0.0223,0.0283,0.0321,0.0388,0.0392,0.0443,0.0467,0.0493,0.0453
377.5,0.0002,0.0071,0.0105,0.0113,0.0153,0.0162,0.0229,0.029,0.0331,0.0397,0.04,0.0453,0.0474,0.0503,0.0461
378,0.0004,0.0072,0.0109,0.0119,0.016,0.0169,0.0238,0.03,0.0339,0.0405,0.0411,0.0463,0.0484,0.0512,0.0471
378.5,0.0001,0.0075,0.0114,0.0127,0.0169,0.018,0.025,0.031,0.0352,0.0415,0.0425,0.0474,0.0496,0.0524,0.0481
379,0.0001,0.0077,0.012,0.0134,0.0179,0.0188,0.0258,0.032,0.0362,0.0428,0.0434,0.0484,0.0507,0.0535,0.0492
379.5,0.0001,0.0079,0.0126,0.014,0.0186,0.0199,0.0267,0.0328,0.0371,0.044,0.0445,0.0494,0.0517,0.0547,0.0504
380,0.0001,0.0082,0.0131,0.0147,0.0196,0.0207,0.0276,0.0341,0.0383,0.0452,0.0455,0.0506,0.0529,0.0558,0.0517
380.5,0,0.0083,0.0132,0.0156,0.0205,0.0217,0.0287,0.0352,0.0394,0.0464,0.0468,0.0516,0.0544,0.0568,0.0527
381,0,0.0087,0.0137,0.0161,0.0214,0.0228,0.0298,0.0363,0.0406,0.0475,0.0482,0.0529,0.0553,0.0582,0.054
381.5,0,0.009,0.0146,0.017,0.0225,0.0238,0.0311,0.0375,0.0421,0.0489,0.0495,0.0544,0.0566,0.0596,0.0554
382,0.0001,0.0094,0.0153,0.0179,0.0238,0.0251,0.0322,0.0389,0.0435,0.0503,0.0509,0.0558,0.0581,0.0609,0.0569
382.5,0.0002,0.0098,0.0159,0.0189,0.0248,0.0264,0.0337,0.0401,0.0448,0.0517,0.0524,0.0573,0.0595,0.0625,0.0583
383,0.0002,0.0102,0.0165,0.0199,0.0262,0.0277,0.0348,0.0416,0.0465,0.0533,0.0539,0.059,0.0611,0.0641,0.0597
383.5,0.0001,0.0105,0.0171,0.0209,0.0273,0.029,0.0362,0.0431,0.0479,0.0551,0.0556,0.0605,0.0627,0.0657,0.0611
384,0.0002,0.0108,0.0179,0.022,0.0284,0.0303,0.0376,0.0443,0.0493,0.0565,0.0571,0.0621,0.0642,0.067,0.0626
384.5,0,0.011,0.0184,0.0228,0.0297,0.0314,0.0388,0.0456,0.0507,0.0577,0.0586,0.0634,0.0657,0.0685,0.064
385,-0.0001,0.0111,0.0189,0.0237,0.031,0.0326,0.0402,0.0471,0.0521,0.0592,0.06,0.0649,0.0671,0.0699,0.0656
385.5,0.0001,0.0116,0.0197,0.0247,0.0322,0.034,0.0415,0.0487,0.0536,0.0607,0.0617,0.0667,0.0689,0.0718,0.0673
386,0.0001,0.0122,0.0205,0.0257,0.0334,0.0356,0.0433,0.0502,0.0552,0.0625,0.0634,0.0684,0.0705,0.0735,0.069
386.5,0.0001,0.0125,0.0213,0.0269,0.0347,0.037,0.0446,0.0518,0.057,0.0641,0.0651,0.0703,0.0723,0.075,0.0705
387,0.0001,0.0128,0.0221,0.0278,0.0361,0.0384,0.0462,0.0534,0.0586,0.0659,0.0667,0.072,0.0739,0.0768,0.0722
387.5,0,0.0133,0.0229,0.029,0.0375,0.0398,0.0478,0.055,0.0604,0.0676,0.0685,0.0735,0.0757,0.0784,0.0739
388,0.0001,0.0137,0.0237,0.0303,0.039,0.0413,0.0493,0.0567,0.0621,0.0695,0.0704,0.0752,0.0774,0.0803,0.0756
388.5,0.0002,0.0141,0.0246,0.0315,0.0406,0.0429,0.051,0.0584,0.064,0.0714,0.0723,0.0772,0.0793,0.0822,0.0773
